iteration,l0,l25,l50,l75,l90,l99,l100
169,26.458,524.801,786.995,957.091,1118.809,1405.259,1471.271
169,29.231,559.213,779.514,938.831,1091.253,1356.281,1406.639
169,42.514,483.586,740.465,936.504,1037.781,1314.733,1362.57
169,36.627,528.974,783.94,1039.984,1196.508,1589.342,1641.083
169,21.729,545.682,765.188,933.504,1137.411,1333.226,1592.351
169,23.703,527.472,721.499,875.652,1080.432,1436.358,1453.533
169,14.113,440.692,768.27,987.524,1183.292,1350.16,1432.709
169,39.64,513.553,737.467,899.119,1044.959,1273.722,1427.536
170,134.327,568.284,764.404,1096.402,1686.7,2436.817,2556.622
170,25.574,506.484,759.679,941.764,1087.768,1302.877,1372.268
170,20.538,489.776,747.507,888.763,1053.884,1323.154,1414.934
170,21.539,479.845,695.015,939.737,1142.658,1312.62,1449.941
170,25.572,483.751,685.178,868.612,1031.37,1379.201,1546.562
170,40.077,544.596,740.892,988.334,1118.572,1422.237,1701.688
170,14.305,480.056,694.278,948.902,1155.23,1504.49,1581.721
170,41.4,511.889,732.45,926.914,1063.364,1296.921,1337.075
170,23.379,534.894,741.539,866.215,1009.025,1215.39,1251.459
170,16.101,491.271,749.684,921.263,1083.888,1289.703,1306.583
171,7.862,424.053,753.856,1058.475,1363.515,1798.135,1867.606
171,24.236,504.468,734.946,948.871,1093.389,1326.232,1417.116
171,24.956,547.368,793.905,944.115,1115.854,1564.262,1654.609
171,17.639,506.088,725.709,1002.935,1173.535,1430.224,1441.498
171,18.74,535.418,777.101,965.233,1088.349,1381.707,1557.75
171,13.233,364.526,719.986,964.413,1200.212,1388.681,1546.495
171,32.703,507.621,742.837,895.486,1095.475,1322.29,1459.385
171,22.024,503.329,744.149,872.618,975.145,1225.077,1355.033
171,23.062,482.012,753.884,898.149,1068.467,1280.482,1383.84
171,35.57,383.887,719.734,955.978,1133.515,1356.584,1516.99
172,23.326,357.304,686.735,990.336,1300.671,1679.74,1779.087
172,13.369,454.307,687.58,901.145,1086.976,1380.615,1419.543
172,37.791,482.14,741.998,944.125,1109.459,1370.985,1385.476
172,37.302,535.019,776.729,937.072,1115.4,1310.932,1383.395
172,46.224,464.656,744.031,954.788,1251.279,1718.07,1726.27
172,57.335,456.231,681.837,895.343,1161.71,1578.99,1612.399
172,42.364,504.19,724.017,890.01,1027.281,1302.885,1324.314
172,52.633,577.13,771.101,977.185,1127.368,1406.955,1483.562
172,27.012,528.308,743.815,942.62,1120.412,1432.029,1546.111
172,21.402,469.251,678.296,904.862,1049.323,1319.038,1340.875
173,87.828,493.645,861.554,1133.066,1342.087,1587.224,1631.726
173,18.686,482.149,739.866,890.913,1065.621,1269.389,1348.008
173,20.088,552.138,772.124,919.711,1055.51,1331.956,1410.003
173,15.953,538.068,766.397,955.046,1113.305,1337.989,1350.633
173,15.036,542.644,741.594,894.921,1068.904,1375.964,1445.067
173,24.733,521.554,747.323,909.289,1056.45,1235.763,1364.284
173,14.889,594.535,768.337,933.499,1081.607,1336.881,1471.164
173,42.674,490.026,761.978,945.37,1074.358,1253.584,1338.488
173,23.251,478.745,721.925,945.207,1137.468,1398.346,1458.956
173,42.301,574.817,755.436,952.668,1080.179,1331.806,1434.596
174,144.217,586.118,820.45,1053.166,1293.758,1565.86,1679.509
174,20.93,508.425,704.76,869.388,1037.294,1295.649,1423.886
174,30.894,498.217,741.935,908.291,1065.277,1274.772,1357.178
174,26.744,488.856,732.005,948.378,1153.701,1467.569,1768.154
174,47.153,501.918,793.934,1062.511,1298.619,1628.288,1756.837
174,38.204,497.735,726.755,913.715,1053.237,1301.791,1324.682
174,26.431,478.216,808.379,1022.256,1184.91,1385.313,1494.66
174,20.59,565.785,781.057,960.98,1110.845,1489.246,1529.312
174,27.501,578.432,736.596,925.136,1053.77,1314.888,1380.106
174,16.306,509.476,710.963,857.715,1009.584,1302.654,1352.019
175,46.949,317.518,689.979,1192.576,1594.639,2162.098,2216.631
175,19.048,515.004,739.765,933.92,1083.077,1310.012,1399.317
175,42.262,518.302,739.662,860.224,992.829,1183.694,1197.296
175,22.435,482.401,674.29,891.698,1065.991,1227.008,1314.291
175,19.583,512.198,740.512,906.26,1052.579,1257.484,1313.79
175,36.956,518.762,759.141,976.523,1191.245,1489.175,1756.75
175,17.291,517.926,728.647,918.37,1115.285,1327.212,1400.471
175,33.465,517.16,744.55,996.551,1219.973,1490.805,1517.1
175,39.708,596.527,744.169,884.021,1067.826,1545.426,1633.491
175,25.946,524.052,732.099,949.157,1213.113,1477.848,1541.299
176,30.322,562.343,793.008,977.806,1121.223,1526.849,1547.606
176,21.211,525.785,770.099,924.545,1077.497,1358.079,1420.092
176,29.096,552.313,780.378,991.037,1184.457,1348.225,1368.787
176,23.685,532.025,751.659,910.571,1058.536,1374.418,1405.501
176,44.338,530.538,804.864,1047.472,1245.143,1406.844,1426.515
176,16.174,474.757,686.635,872.208,1048.898,1265.547,1338.442
176,20.069,554.751,786.826,985.775,1135.777,1512.643,1539.532
176,14.725,474.581,721.921,951.528,1105.576,1388.59,1641.884
176,23.374,516.464,721.179,878.176,1058.229,1331.818,1413.826
176,15.672,490.166,817.095,1092.265,1304.762,1613.288,1680.079
177,25.873,562.553,828.07,1012.849,1255.889,1561.853,1727.159
177,23.005,525.41,725.46,922.136,1092.816,1388.027,1440.12
177,23.416,456.257,697.107,916.114,1166.111,1694.01,1757.483
177,51.479,516.154,731.539,890.034,1105.354,1391.682,1428.909
177,23.084,498.195,761.481,935.357,1103.784,1353.14,1384.277
177,22.356,564.179,800.06,957.765,1150.846,1438.35,1639.597
177,16.186,516.958,755.262,966.555,1116.959,1477.137,1549.607
177,42.557,556.543,740.671,917.842,1097.314,1357.398,1430.418
177,23.449,489.713,759.717,933.191,1103.559,1340.032,1375.334
177,15.406,543.907,740.378,918.838,1103.491,1339.396,1562.113
178,172.235,669.651,820.762,1011.726,1150.624,1560.098,1718.014
178,20.838,509.269,704.853,857.972,1109.788,1482.098,1724.22
178,52.014,559.696,741.92,945.511,1133.922,1573.172,1688.193
178,39.543,509.521,777.428,987.18,1151.31,1403.848,1425.33
178,35.49,505.892,751.335,988.45,1281.577,1703.852,1912.632
178,25.736,492.468,730.368,945.878,1192.794,1347.715,1580.606
178,15.005,517.808,743.234,915.7,1101.831,1423.49,1447.108
178,27.656,550.488,756.489,952.849,1119.45,1424.197,1484.906
178,15.554,550.197,787.068,1003.787,1220.269,1468.029,1481.721
178,23.152,550.424,768.794,953.957,1127.659,1473.43,1522.229
179,194.008,605.346,834.125,1111.853,1323.239,1602.578,1789.893
179,25.576,454.44,758.112,961.943,1125.898,1494.664,1520.407
179,39.9,458.069,711.54,985.255,1223.447,1658.787,1764.84
179,20.687,478.495,709.52,927.475,1212.208,1575.85,1604.904
179,20.517,546.187,758.07,948.381,1072.634,1352.967,1461.952
179,21.385,528.478,800.556,985.27,1175.812,1503.164,1532.447
179,39.982,424.542,777.051,1003.749,1268.543,1842.68,1986.905
179,40.794,463.082,704.697,883.29,1083.79,1368.939,1461.373
179,42.101,565.431,733.632,962.803,1150.957,1467.254,1531.978
179,29.175,477.124,752.479,964.72,1136.995,1586.937,1740.298
180,56.46,435.292,743.732,1024.857,1299.181,1609.069,1644.578
180,26.358,504.34,733.972,908.893,1088.384,1522.774,1555.677
180,20.9,488.682,739.436,999.359,1237.949,1525.514,1677.009
180,23.79,498.398,733.34,873.798,980.71,1189.97,1297.158
180,23.566,475.779,718.676,933.903,1128.196,1474.697,1701.999
180,29.611,467.326,742.808,952.178,1286.391,1856.985,1946.354
180,19.339,539.986,760.795,933.116,1070.084,1313.527,1359.609
180,52.927,549.765,750.961,897.228,1017.498,1230.405,1333.728
180,15.364,536.269,728.763,904.912,1140.882,1472.139,1535.878
180,31.582,472.813,747.175,1015.472,1202.187,1375.045,1582.175
181,19.933,538.626,793.278,971.7,1127.109,1348.402,1391.983
181,32.153,497.822,733.99,925.689,1131.634,1417.054,1484.389
181,17.363,532.394,775.826,948.83,1118.866,1374.825,1414.619
181,18.484,537.599,777.36,982.219,1229.418,1561.624,1572.684
181,18.949,529.152,780.765,984.403,1132.704,1405.63,1431.838
181,37.842,530.56,738.646,911.077,1070.727,1303.497,1337.377
181,24.827,500.412,725.955,878.544,1021.172,1255.164,1314.325
181,25.452,545.354,825.637,1011.841,1134.322,1347.18,1404.061
181,26.093,514.378,718.191,883.091,1025.718,1291.577,1384.128
181,15.658,517.152,733.275,891.757,1004.774,1237.709,1257.445
182,169.077,601.868,807.657,1006.145,1095.202,1248.971,1273.218
182,27.157,538.307,767.729,935.356,1083.165,1306.325,1416.563
182,18.612,541.26,759.321,928.404,1104.799,1389.451,1507.29
182,18.517,494.146,702.788,893.079,1096.859,1328.523,1478.91
182,15.028,481.865,726.226,927.102,1097.453,1376.246,1462.847
182,21.157,497.696,709.592,888.538,1098.532,1436.165,1506.922
182,50.812,515.312,765.743,954.497,1145.455,1432.07,1652.762
182,29.035,534.28,774.499,1012.034,1138.073,1302.851,1506.124
182,24.696,575.82,833.897,988.219,1145.822,1459.203,1536.643
182,31.044,487.59,773.215,969.004,1102.416,1480.289,1621.259
183,142.39,604.742,834.776,1085.218,1310.386,1897.179,1923.901
183,49.02,605.244,827.927,1039.379,1255.013,1515.732,1523.869
183,31.437,509.204,745.338,956.193,1182.23,1575.524,1764.241
183,17.042,480.387,729.821,948.772,1162.179,1581.106,1647.347
183,38.773,481.123,697.426,904.91,1164.411,1451.698,1508.835
183,42.139,585.717,766.077,876.89,1008.731,1192.047,1248.556
183,15.908,516.041,746.254,922.387,1055.065,1361.187,1411.968
183,19.363,537.953,731.984,887.793,1037.623,1330.791,1397.917
183,20.387,527.812,775.302,967.354,1083.421,1259.99,1296.337
183,18.527,554.794,745.698,945.253,1111.112,1357.756,1418.749
184,185.494,582.894,807.094,1037.309,1444.932,2214.348,2285.324
184,24.435,564.774,711.651,866.438,1017.515,1214.526,1277.653
184,29.184,554.941,749.758,884.285,996.649,1149.806,1240.67
184,23.806,424.061,669.732,859.484,1050.745,1416.094,1432.945
184,26.706,521.366,754.933,975.826,1122.544,1322.48,1414.246
184,25.904,363.04,749.521,956.078,1208.754,1578.681,1686.085
184,19.387,433.988,740.401,953.79,1094.676,1390.939,1546.348
184,18.156,515.053,777.267,968.134,1123.66,1374.556,1424.647
184,13.042,475.602,679.309,910.584,1124.583,1405.748,1618.5
184,31.629,534.921,792.493,978.812,1171.196,1390.584,1431.632
185,166.122,396.742,730.645,970.0,1343.771,1856.357,1944.968
185,22.52,572.902,758.286,904.221,1091.046,1374.585,1426.792
185,25.086,551.545,757.465,925.867,1076.896,1211.202,1257.221
185,21.303,511.462,717.42,906.887,1068.281,1345.5,1418.611
185,24.346,516.551,724.946,878.436,1053.0,1339.461,1360.104
185,44.092,468.854,747.856,915.374,1099.741,1415.254,1484.804
185,40.427,547.155,753.04,910.575,1054.258,1288.818,1357.524
185,17.13,580.202,778.823,925.07,1043.68,1252.331,1401.826
185,24.73,576.87,813.322,1004.034,1141.531,1456.98,1509.354
185,18.941,545.622,728.958,901.458,1044.666,1284.445,1334.19
186,174.333,420.387,650.842,1021.972,1528.619,2188.298,2336.854
186,22.319,506.425,738.456,931.789,1130.105,1474.138,1498.886
186,24.998,552.34,762.458,964.174,1130.516,1363.183,1379.398
186,23.122,511.779,768.028,978.256,1125.718,1327.025,1368.908
186,34.266,497.792,793.869,988.679,1229.088,1491.122,1601.08
186,14.577,408.25,773.65,989.904,1215.253,1550.824,1679.752
186,20.227,529.612,757.994,947.543,1085.958,1315.738,1390.211
186,17.689,632.536,798.454,987.023,1169.01,1484.447,1557.609
186,29.837,563.895,752.393,924.569,1088.089,1281.008,1326.575
186,21.53,536.421,736.605,945.424,1097.453,1425.887,1527.919
187,11.618,591.577,813.922,1077.363,1284.916,1581.033,1628.287
187,28.422,520.762,773.088,949.056,1117.272,1289.225,1321.045
187,19.878,540.865,800.703,1023.067,1153.786,1454.154,1707.339
187,32.647,484.326,721.754,883.728,1039.614,1296.266,1340.897
187,25.193,584.311,774.077,920.776,1068.971,1292.491,1304.486
187,16.949,513.327,749.436,952.442,1134.347,1385.667,1415.689
187,59.566,472.285,699.669,875.825,1065.783,1234.538,1368.68
187,36.475,578.374,776.215,952.625,1090.994,1344.774,1395.904
187,20.569,546.363,775.922,998.465,1138.073,1303.739,1337.077
187,23.93,494.176,681.17,829.237,978.035,1360.962,1429.253
