iteration,l0,l25,l50,l75,l90,l99,l100
84,20.073,637.996,791.79,992.212,1173.026,1607.536,1727.973
85,89.717,538.648,799.863,1020.112,1235.095,1607.108,1833.498
85,18.842,585.465,773.585,985.511,1131.538,1454.923,1520.507
85,40.024,548.637,752.998,916.118,1054.669,1367.085,1413.667
85,32.415,516.035,746.355,937.467,1116.093,1391.648,1627.256
85,41.678,492.662,743.38,912.57,1020.819,1323.452,1485.331
85,23.958,501.732,715.478,958.868,1244.173,1505.275,1541.568
85,35.082,551.991,750.719,908.188,1034.532,1213.189,1428.199
85,26.174,500.788,743.809,903.307,1099.825,1305.607,1360.902
85,21.562,560.855,747.161,949.128,1161.022,1597.958,1656.092
85,14.411,507.695,721.83,935.756,1266.859,1785.457,1843.601
86,140.205,309.366,684.993,1057.33,1620.368,2180.298,2197.674
86,27.131,534.217,727.222,861.755,983.403,1273.887,1305.399
86,21.618,480.925,722.569,934.52,1096.228,1539.031,1578.285
86,31.944,495.496,698.442,965.671,1207.214,1549.729,1595.629
86,21.219,503.944,756.207,918.997,1082.545,1282.243,1330.552
86,37.55,590.643,809.18,1001.86,1151.021,1526.834,1646.059
86,20.137,520.339,707.978,886.168,1036.41,1419.744,1512.759
86,22.427,495.021,759.101,983.228,1165.707,1371.24,1435.583
86,17.257,481.526,679.731,857.706,1080.209,1474.885,1521.241
86,70.924,584.376,757.509,932.147,1090.511,1716.152,2173.882
87,72.044,546.547,783.739,1159.439,1638.23,2340.272,2630.648
87,31.42,512.814,761.624,979.263,1118.114,1341.873,1575.172
87,31.518,531.636,729.314,917.312,1026.559,1504.163,1551.405
87,24.855,482.426,675.814,888.028,1062.447,1419.484,1504.464
87,23.9,525.698,743.306,904.777,1066.417,1309.297,1377.692
87,44.876,498.776,769.09,975.045,1111.45,1384.682,1561.376
87,20.227,518.84,779.453,961.516,1107.696,1440.654,1508.687
87,16.841,534.099,730.744,896.108,1086.821,1340.706,1406.444
87,27.504,490.22,753.743,940.554,1182.799,1458.357,1634.966
87,26.816,494.814,751.604,893.097,1020.499,1300.86,1322.729
88,38.817,507.588,828.972,1140.934,1387.031,1663.579,1821.675
88,37.685,487.796,706.67,873.462,1134.584,1405.659,1553.97
88,22.279,568.773,729.36,942.536,1055.306,1453.186,1553.12
88,14.581,502.939,717.352,869.864,1005.177,1285.937,1380.58
88,15.89,479.175,720.604,925.178,1094.234,1444.92,1487.591
88,21.531,560.278,732.28,907.237,1089.312,1502.433,1573.361
88,20.345,518.239,725.94,873.562,982.335,1214.504,1262.492
88,41.682,549.943,752.208,956.965,1150.971,1441.761,1511.916
88,29.684,542.841,767.049,984.108,1164.164,1430.108,1537.095
88,14.771,517.231,748.537,958.523,1102.358,1433.266,1487.6
89,16.498,429.166,733.654,1252.446,1471.846,1895.305,1963.362
89,25.307,668.316,834.316,1309.45,1777.757,2254.093,2410.145
89,33.75,571.206,795.616,946.208,1084.039,1317.314,1345.822
89,32.244,597.767,770.426,974.236,1167.059,1611.757,1697.108
89,22.56,516.284,725.36,911.468,1147.98,1464.685,1530.164
89,37.797,523.16,800.871,995.618,1130.369,1541.118,1596.203
89,18.559,503.932,731.657,958.019,1157.816,1355.774,1429.309
89,22.237,538.45,774.025,926.775,1080.588,1234.261,1240.31
89,20.742,510.558,749.199,921.005,1078.357,1337.952,1357.587
89,21.726,561.567,757.977,958.517,1137.321,1394.242,1563.02
90,127.953,437.643,789.398,1028.972,1251.823,1764.33,1822.26
90,37.647,587.462,764.832,914.734,1091.591,1473.834,1477.387
90,20.496,563.771,801.203,1033.734,1143.558,1426.506,1506.173
90,31.035,501.831,725.595,939.275,1083.173,1366.564,1416.709
90,39.837,503.368,717.559,869.051,1040.322,1235.63,1266.539
90,24.143,521.248,734.31,918.289,1064.218,1368.76,1415.997
90,23.328,511.192,741.37,961.083,1154.874,2351.243,2409.352
90,24.172,493.737,701.386,900.547,1138.243,1499.963,1619.341
90,42.905,471.918,740.297,901.818,1045.988,1220.947,1366.438
90,15.68,502.583,704.494,903.647,1106.34,1450.323,1690.203
91,272.066,598.427,801.537,1053.51,1266.807,1704.453,1778.023
91,25.274,530.583,748.331,900.456,1068.373,1481.764,1531.13
91,15.615,523.083,727.115,946.992,1195.308,1451.178,1579.858
91,44.144,575.019,799.998,986.299,1156.696,1498.913,1518.751
91,27.256,556.245,757.749,916.922,1094.303,1343.154,1382.022
91,22.978,469.702,732.303,919.682,1098.039,1461.919,1788.273
91,15.037,535.327,731.811,879.504,1054.543,1232.268,1270.386
91,22.9,548.026,741.608,967.754,1093.084,1449.97,1561.398
91,53.988,418.935,645.738,920.338,1197.865,1779.903,1881.632
91,23.015,561.049,731.481,896.49,1097.061,1417.481,1423.811
92,21.54,545.324,835.082,1094.595,1357.341,1903.753,2091.69
92,15.431,466.184,810.678,1004.848,1195.087,1446.79,1487.152
92,37.857,501.68,703.132,884.662,1046.976,1314.575,1456.382
92,29.418,514.589,789.14,1027.649,1244.866,1566.029,1596.271
92,24.318,484.39,710.744,902.726,1073.77,1361.953,1449.196
92,32.124,549.383,749.176,909.435,1157.65,1457.555,1785.588
92,35.482,503.294,746.945,956.123,1106.997,1436.099,1500.151
92,28.87,500.548,749.061,916.98,1093.156,1332.942,1473.215
92,19.579,445.532,770.061,983.836,1151.105,1411.094,1452.763
92,22.241,547.603,741.773,906.237,1037.527,1236.257,1249.73
93,25.723,334.086,814.197,1044.713,1371.831,1746.274,1792.304
93,38.409,497.087,740.901,945.986,1128.324,1411.527,1501.951
93,18.172,346.446,707.894,989.817,1185.557,1422.692,1486.335
93,24.037,530.241,790.14,996.66,1117.406,1390.651,1446.567
93,20.392,626.138,815.467,1043.607,1218.365,1516.97,1522.193
93,17.876,518.421,717.856,887.729,1114.767,1499.588,1562.809
93,16.966,504.887,706.033,949.866,1057.108,1244.254,1318.227
93,23.611,541.958,779.562,944.605,1082.946,1353.822,1382.142
93,22.03,524.259,723.29,949.074,1117.042,1337.887,1454.576
93,28.763,316.677,708.679,970.729,1321.907,1852.747,2023.425
94,20.18,353.638,712.757,1166.281,1540.706,2045.868,2192.9
94,15.141,542.538,717.344,940.539,1129.759,1341.337,1403.405
94,21.394,516.611,694.759,877.86,1033.601,1348.26,1392.351
94,30.253,534.163,769.387,915.889,1086.762,1225.825,1265.059
94,18.767,497.395,708.25,852.209,1014.042,1342.278,1428.366
94,23.005,519.766,727.006,884.903,1006.13,1284.546,1339.126
94,21.745,526.204,725.586,945.357,1115.693,1401.778,1517.633
94,57.783,506.293,692.522,864.487,1052.268,1320.316,1355.556
94,24.304,491.415,741.302,909.274,1088.694,1362.864,1368.036
94,25.661,475.259,689.771,837.107,914.544,1162.154,1231.095
95,39.858,492.527,800.161,1049.387,1342.334,1887.666,1993.071
95,27.298,519.461,773.82,984.071,1129.583,1312.428,1353.219
95,19.138,508.245,707.12,872.672,1052.243,1401.307,1748.876
95,43.407,528.64,774.867,935.428,1114.636,1364.016,1396.827
95,29.456,501.656,755.112,965.356,1090.15,1350.278,1358.394
95,24.613,492.673,692.087,880.699,1072.87,1355.732,1487.233
95,23.538,528.205,742.356,960.642,1174.729,1499.121,1609.612
95,25.602,511.884,754.147,918.312,1074.647,1372.467,1626.357
95,43.586,491.499,754.466,916.082,1054.174,1217.47,1231.459
95,23.721,463.116,687.796,891.854,1049.286,1304.834,1339.757
96,144.18,589.654,783.6,992.797,1129.714,1393.124,1552.579
96,31.85,484.57,715.567,924.561,1082.457,1266.454,1421.039
96,20.271,517.806,736.456,932.149,1058.752,1340.662,1422.287
96,19.877,537.694,789.41,972.052,1175.815,1458.055,1495.234
96,24.57,538.959,728.357,961.967,1120.117,1500.685,1559.756
96,33.404,505.147,748.363,877.5,1014.405,1264.238,1316.43
96,21.144,513.58,754.3,932.818,1087.071,1369.245,1560.094
96,20.4,504.773,741.609,956.546,1120.685,1373.978,1541.58
96,43.799,508.07,735.171,908.981,1071.943,1253.907,1435.458
96,21.322,517.562,764.982,977.988,1135.38,1335.805,1457.718
97,40.195,509.31,732.444,949.547,1151.165,1442.55,1523.329
97,25.05,514.209,715.321,892.341,1100.496,1459.565,1538.624
97,15.594,511.899,770.89,1001.11,1162.299,1501.624,1627.065
97,19.363,562.106,734.173,917.883,1091.746,1380.063,1486.703
97,39.84,504.476,768.595,958.271,1134.035,1529.927,1601.051
97,28.46,521.707,751.845,955.924,1167.447,1878.977,1970.819
97,16.362,538.873,726.956,926.652,1170.792,1649.67,1703.07
97,42.513,443.531,706.195,994.382,1310.023,1808.642,1980.265
97,33.316,502.613,729.176,960.752,1109.675,1514.743,1528.939
97,19.879,517.871,713.48,911.954,1182.811,1704.82,1787.438
98,144.314,650.935,810.44,981.893,1125.734,1438.222,1571.965
98,43.919,517.027,761.429,903.579,1018.565,1219.555,1307.598
98,23.677,596.422,792.512,966.047,1147.464,1703.622,1887.228
98,41.59,496.933,707.717,858.279,1040.036,1331.694,1391.765
98,36.953,446.014,711.085,931.354,1118.089,1372.806,1392.223
98,22.576,494.429,730.335,928.379,1136.476,1611.252,1783.623
98,35.842,490.564,714.715,913.591,1068.981,1314.795,1330.782
98,23.317,531.482,732.816,877.208,1013.002,1293.263,1409.926
98,23.146,587.221,745.895,993.689,1201.235,1632.659,1733.619
98,19.974,518.347,728.41,899.692,1043.365,1296.336,1311.155
99,26.877,537.587,813.056,984.705,1198.59,1500.508,1508.491
99,28.472,505.413,727.022,886.204,1039.542,1311.591,1327.97
99,89.199,554.48,760.803,1020.078,1150.969,1432.985,1505.016
99,26.141,533.695,733.971,899.566,1046.59,1281.051,1331.176
99,23.205,590.832,817.474,985.639,1109.571,1299.85,1314.761
99,30.189,563.072,756.772,974.011,1274.278,1689.126,2111.612
99,18.436,533.907,760.141,966.928,1117.439,1398.121,1423.731
99,37.612,531.348,737.153,877.104,1086.133,1472.942,1572.16
99,22.461,406.88,732.626,939.093,1143.934,1477.549,1578.928
99,15.117,482.658,744.906,975.848,1142.689,1343.052,1353.702
100,23.86,280.133,767.67,1065.815,1397.642,1834.568,2110.656
100,15.519,478.139,711.734,934.431,1150.093,1831.916,2155.941
100,21.159,503.546,726.627,921.102,1064.578,1313.574,1417.491
100,26.65,606.462,752.463,980.909,1214.44,1545.807,1606.597
100,34.434,540.676,773.416,996.5,1227.773,1537.94,1581.707
100,18.464,496.102,716.081,980.362,1181.934,1464.568,1485.268
100,21.911,519.967,756.491,995.578,1129.99,1434.732,1454.452
100,9.238,520.79,741.721,926.792,1092.761,1301.665,1372.339
100,21.885,559.581,826.776,1002.382,1179.641,1394.72,1670.124
100,20.301,520.245,752.024,958.947,1179.943,1492.377,1515.975
101,277.096,592.302,799.342,974.364,1165.211,1467.102,1536.793
101,26.884,504.572,731.262,918.134,1106.966,1382.476,1483.344
101,74.843,517.217,719.621,906.651,1062.616,1294.08,1408.731
101,22.406,536.394,732.38,887.202,1061.95,1444.899,1537.583
101,27.195,482.753,783.302,965.291,1117.155,1435.764,1481.64
101,26.725,487.396,730.223,924.527,1073.637,1345.79,1411.118
101,14.009,548.981,712.772,884.868,1035.699,1253.737,1382.351
101,22.298,528.72,771.704,1002.325,1124.689,1414.985,1503.659
101,42.927,450.347,726.237,979.254,1188.537,1480.784,1663.057
101,23.772,419.311,729.936,953.262,1214.515,1773.967,1875.717
102,19.848,454.988,768.58,987.295,1190.324,1500.513,2045.526
102,27.801,554.117,786.595,973.501,1186.307,1561.386,1627.303
102,40.712,495.747,762.512,948.761,1148.711,1446.455,1526.663
102,25.997,485.274,736.343,889.888,1024.924,1481.625,1591.557
102,27.541,497.491,746.616,895.521,1025.021,1227.737,1439.519
102,23.747,504.97,735.438,975.109,1126.873,1545.87,1775.373
102,21.411,494.782,692.214,889.985,1017.249,1251.723,1316.837
102,20.053,517.172,718.908,893.846,1044.57,1250.179,1348.534
102,25.753,465.907,656.682,844.633,1007.804,1281.894,1369.717
102,27.359,452.624,739.426,949.62,1115.263,1516.862,1561.787
103,132.025,520.967,784.968,960.862,1118.649,1396.428,1407.192
103,13.729,490.419,760.004,990.191,1131.712,1380.022,1427.049
103,14.214,482.115,715.709,907.222,1091.025,1393.641,1507.989
103,36.371,552.307,758.472,929.74,1059.104,1269.557,1342.813
103,18.41,492.283,712.533,899.488,1080.127,1315.344,1336.324
103,17.359,549.105,793.173,949.141,1093.245,1361.323,1467.809
103,37.654,412.845,729.996,946.627,1156.041,1721.631,1786.933
103,23.646,512.645,751.412,932.499,1115.949,1441.385,1494.302
103,26.355,468.457,714.997,903.783,1078.912,1370.956,1419.295
103,28.951,500.577,763.634,945.619,1124.674,1465.28,1521.113
104,45.767,570.347,842.927,971.759,1139.272,1327.033,1365.393
104,38.656,500.237,727.292,930.641,1099.763,1453.579,1518.159
104,21.716,365.383,706.835,966.866,1252.094,1690.121,1773.581
104,24.486,499.847,733.863,941.166,1069.712,1315.91,1334.093
104,20.015,518.629,754.041,909.978,1057.744,1474.458,1520.009
104,44.956,485.839,708.751,870.817,1013.853,1372.252,1436.884
104,35.6,628.079,793.895,963.677,1087.148,1333.99,1334.958
104,23.228,512.115,763.856,943.249,1114.476,1348.854,1438.632
104,16.935,531.353,776.425,917.207,1052.438,1268.215,1389.876
104,31.93,488.801,714.79,890.088,1095.808,1442.186,1589.229
105,164.233,336.402,577.36,1246.138,1734.5,2149.105,2251.132
105,33.978,538.754,753.392,934.523,1084.693,1275.756,1306.898
105,26.252,546.369,756.979,917.624,1062.985,1293.952,1512.185
105,18.213,516.827,721.648,924.234,1210.218,1562.834,1696.575
105,23.114,498.71,744.149,921.11,1056.731,1364.262,1516.795
105,5.885,580.565,774.725,975.172,1116.148,1469.214,1586.427
105,24.348,477.246,712.917,920.534,1087.758,1430.98,1474.236
105,19.217,574.296,799.971,1028.764,1211.496,1517.306,1661.875
105,5.864,571.772,815.802,1009.803,1194.653,1389.786,1431.368
105,34.2,510.766,766.142,958.73,1078.752,1338.781,1363.178
106,34.038,467.759,781.758,949.834,1083.439,1311.254,1459.357
106,21.987,503.526,768.432,1010.783,1194.316,1517.52,1570.169
106,26.149,491.447,743.089,931.284,1164.108,1436.251,1475.38
106,32.958,616.177,807.524,997.291,1212.857,1553.315,1579.646
106,33.259,512.955,746.856,968.889,1140.694,1510.577,1593.669
106,27.427,517.545,787.854,975.911,1109.26,1339.076,1418.29
106,19.801,345.38,735.983,947.594,1150.784,1469.853,1587.657
106,42.13,517.454,757.259,922.617,1075.976,1384.816,1475.796
106,37.244,492.486,712.218,911.102,1119.563,1463.839,1489.884
106,17.921,582.932,857.308,1020.678,1212.946,1449.145,1548.715
107,108.69,514.653,774.144,1017.325,1175.409,1498.528,1520.053
107,33.595,494.751,810.68,975.286,1164.538,1815.878,1856.767
107,15.234,526.391,716.354,890.966,1044.513,1383.305,1422.899
107,20.205,495.129,715.141,898.119,1060.619,1415.922,1505.776
107,47.619,499.037,732.669,940.889,1108.346,1354.959,1371.573
107,16.906,540.767,736.676,888.532,1019.782,1181.095,1254.151
107,41.077,472.354,770.769,960.773,1121.07,1409.331,1425.095
107,18.841,308.449,788.49,1049.313,1177.843,1660.822,1692.634
107,28.292,520.03,740.62,898.687,1037.428,1315.529,1421.355
107,24.535,503.255,740.625,936.389,1115.167,1475.666,1529.405
108,169.095,500.167,776.721,1048.677,1291.514,1765.145,1792.2
108,17.852,516.492,694.628,866.774,996.639,1228.513,1287.461
108,42.936,504.403,785.844,942.262,1120.672,1445.787,1497.71
108,28.708,485.977,715.724,881.196,1033.825,1349.458,1419.907
108,42.228,535.833,716.911,880.151,1013.569,1253.205,1385.94
108,27.026,552.677,746.633,921.036,1073.443,1310.637,1479.769
108,23.682,578.977,743.675,923.233,1074.774,1348.647,1405.988
108,23.91,527.413,728.674,897.599,1030.313,1202.821,1276.812
108,39.877,554.726,821.047,1012.827,1192.22,1430.039,1458.377
108,20.06,526.947,740.538,930.805,1119.111,1342.01,1496.075
109,212.993,441.17,731.439,1026.558,1268.94,1697.202,1798.278
109,25.244,548.077,718.38,873.084,1009.366,1260.627,1408.475
109,26.48,607.041,756.662,999.659,1315.416,1627.835,1807.122
109,41.403,535.572,729.199,919.484,1181.559,1406.33,1515.832
109,42.459,548.109,776.976,943.831,1055.915,1331.426,1412.746
109,34.112,500.823,711.552,889.99,1032.673,1322.329,1373.804
109,25.361,497.745,684.578,890.355,1113.116,1378.218,1409.96
109,21.41,498.356,728.112,938.12,1095.207,1333.788,1367.928
109,34.463,443.183,752.85,975.058,1149.423,1435.92,1700.536
109,14.023,548.476,777.549,959.379,1093.959,1303.119,1523.308
110,142.722,563.002,848.723,1103.662,1351.131,1790.708,2112.249
110,35.645,506.678,722.329,912.531,1097.372,1314.677,1328.242
110,45.32,519.811,742.413,913.019,1073.71,1384.378,1397.368
110,62.337,508.972,720.601,880.638,996.2,1240.267,1309.648
110,23.764,510.021,761.15,953.381,1109.955,1370.106,1415.389
110,5.496,442.274,741.281,974.816,1146.495,1847.179,1955.705
110,25.263,539.681,783.148,973.37,1098.487,1377.379,1450.294
110,18.533,499.262,748.586,915.985,1079.434,1339.162,1405.586
110,16.721,484.585,747.775,1333.709,1626.572,2041.29,2174.022
110,25.921,501.193,746.818,921.442,1096.853,1313.439,1350.695
111,126.071,452.565,716.615,1156.248,1413.351,2019.175,2278.343
111,20.103,526.293,789.903,975.435,1114.951,1780.528,1794.239
111,23.929,486.124,789.511,960.451,1157.113,1398.551,1415.655
111,24.242,569.524,776.453,914.674,1076.115,1392.257,1481.817
111,20.302,506.05,657.278,876.381,1047.096,1291.733,1384.904
111,23.204,537.763,760.905,975.494,1147.03,1541.053,1554.463
111,20.703,514.207,714.542,919.067,1056.652,1377.221,1654.022
111,20.148,457.019,731.99,893.79,1040.95,1256.721,1376.678
111,20.8,509.759,685.437,853.321,1083.862,1308.237,1356.279
111,23.638,520.84,727.81,891.431,1014.646,1264.597,1340.716
112,100.616,492.802,821.948,1211.955,1616.893,2210.934,2418.409
112,24.691,498.625,751.545,965.534,1113.734,1332.46,1397.95
112,21.72,477.912,673.597,892.568,1108.983,1429.141,1509.233
112,23.43,489.934,747.578,1011.824,1289.306,1667.473,1727.591
112,32.404,538.581,736.559,901.147,1043.728,1313.53,1339.305
112,23.935,524.453,765.43,932.818,1101.871,1513.797,1642.253
112,23.232,498.036,721.323,864.882,1074.59,1345.565,1427.616
112,27.95,562.738,783.474,978.604,1153.332,1453.871,1613.121
112,62.946,570.917,747.735,911.365,1013.415,1204.127,1241.003
112,21.078,519.198,727.0,982.588,1275.351,1782.188,1850.442
113,131.771,579.399,833.792,1040.99,1245.483,1472.851,1501.698
113,50.03,360.121,717.23,999.615,1262.456,1747.394,1824.524
113,23.409,561.57,786.267,946.001,1129.744,1370.516,1516.677
113,28.118,494.557,713.899,920.291,1078.328,1449.755,1520.077
113,26.444,320.055,706.555,964.445,1156.233,1431.2,1551.088
113,31.703,559.125,769.267,953.861,1114.276,1491.421,1597.171
113,25.13,539.868,720.711,968.076,1198.327,1619.048,1672.39
113,20.893,441.52,753.93,986.842,1336.348,1871.891,1960.061
113,29.662,542.888,742.987,926.32,1080.466,1382.979,1470.362
113,21.693,547.853,761.876,973.288,1121.738,1499.381,1775.354
114,102.728,469.734,753.34,1125.758,1327.928,1785.925,1866.353
114,33.402,492.129,687.387,839.204,1071.994,1334.836,1370.761
114,27.206,488.075,739.275,886.886,1044.701,1269.631,1294.858
114,14.924,459.606,695.919,913.277,1115.225,1397.269,1429.387
114,22.448,494.403,721.87,925.226,1179.498,1635.41,1852.995
114,18.545,506.297,710.856,876.215,1031.043,1326.446,1497.468
114,20.372,413.845,753.889,964.693,1197.885,1563.223,1667.265
114,24.79,501.833,746.307,906.792,1068.009,1252.33,1489.082
114,24.393,501.378,739.443,880.758,1030.229,1215.695,1234.823
114,19.661,509.477,717.331,970.423,1144.671,1463.104,1485.121
115,44.648,355.147,633.69,1079.804,1787.037,2303.717,2410.237
115,6.772,508.122,724.83,904.969,1100.796,1307.534,1358.164
115,8.073,507.506,816.851,1028.39,1227.325,1593.998,1863.949
115,25.504,538.533,753.34,961.119,1084.697,1492.937,1552.949
115,22.421,563.835,820.537,1022.784,1179.681,1433.914,1465.663
115,22.041,494.131,694.56,860.391,1029.855,1212.208,1309.274
115,18.879,470.377,679.106,891.702,1163.568,1493.662,1543.738
115,39.077,551.412,745.604,934.762,1073.604,1186.839,1251.964
115,24.887,474.473,750.726,918.303,1091.872,1394.113,1448.369
115,17.082,543.988,767.523,964.937,1120.876,1355.379,1421.493
116,230.06,321.34,763.95,1113.976,1386.393,1779.543,1902.532
116,19.157,530.6,803.576,1000.056,1201.91,1431.844,1438.963
116,25.137,566.541,769.638,936.844,1066.067,1389.84,1482.266
116,28.906,530.087,775.017,973.652,1086.732,1416.641,1504.828
116,55.584,590.599,766.406,994.515,1129.5,1359.369,1450.343
116,15.468,553.662,766.073,1004.726,1220.513,1659.324,1737.292
116,19.048,490.598,688.944,871.458,1079.437,1276.858,1303.49
116,18.922,471.735,758.194,958.19,1271.123,1545.221,1616.964
116,34.482,598.176,760.997,979.743,1116.932,1457.339,1499.466
116,16.312,584.23,755.609,924.487,1073.831,1353.948,1523.568
117,180.929,595.067,810.614,1038.503,1304.152,1786.076,1899.098
117,19.252,621.692,734.893,893.325,1074.301,1228.952,1397.293
117,18.942,640.239,811.876,1052.084,1307.42,1568.242,1626.344
117,30.554,617.874,808.435,985.069,1120.7,1522.673,1678.796
117,18.28,526.071,750.452,983.772,1183.403,1454.003,1570.531
117,26.972,470.437,669.565,863.596,1066.491,1426.439,1496.865
117,21.729,495.151,726.434,898.457,1069.231,1289.824,1389.476
117,16.716,501.869,703.885,905.226,1091.132,1426.46,1459.275
117,20.343,466.463,710.556,907.438,1107.065,1338.39,1474.487
117,24.073,505.736,779.353,967.473,1109.398,1317.363,1357.198
118,170.506,586.056,822.161,1043.951,1270.414,1507.275,1559.341
118,23.714,514.041,708.356,887.329,1076.485,1394.546,1483.632
118,15.949,573.673,764.811,892.029,1048.374,1298.383,1329.596
118,27.346,527.337,763.492,951.317,1065.87,1219.145,1326.212
118,23.06,515.593,756.452,888.64,1027.286,1215.633,1286.925
118,23.166,442.577,906.557,1070.082,1234.567,1450.389,1454.609
118,16.337,509.096,730.988,906.365,1049.639,1254.479,1385.591
118,39.344,535.079,730.488,911.763,1056.232,1286.854,1387.465
118,25.802,536.461,794.334,994.9,1185.253,1529.713,1594.386
118,26.123,556.697,769.442,974.897,1163.699,1558.492,1572.85
119,141.986,460.617,796.275,1119.347,1359.014,1728.108,1808.75
119,22.703,546.935,770.523,945.439,1088.138,1280.293,1377.598
119,21.352,489.715,701.001,883.157,1032.65,1202.421,1237.754
119,35.484,484.185,692.927,883.95,1020.039,1264.087,1328.714
119,40.239,564.233,749.186,994.201,1217.516,1610.318,1647.916
119,42.053,506.108,722.118,885.011,1063.78,1422.126,1473.897
119,23.632,574.018,774.543,902.977,1050.5,1255.428,1337.461
119,22.691,247.563,659.649,974.886,1553.338,2117.238,2165.18
119,24.673,521.54,744.908,881.675,1009.59,1271.423,1418.917
119,28.756,547.503,749.635,895.614,1064.49,1245.553,1296.546
120,22.691,402.675,697.008,1017.909,1524.052,2014.483,2249.356
120,6.4,454.161,705.103,860.049,996.68,1176.648,1213.01
120,14.504,475.443,723.176,899.154,1082.421,1266.91,1279.252
120,25.601,562.296,824.851,1039.877,1223.347,1411.502,1474.993
120,20.848,523.784,762.896,935.523,1078.963,1269.635,1439.555
120,20.204,532.13,771.545,927.614,1086.216,1420.002,1445.995
120,37.0,480.831,793.23,1002.597,1218.884,1451.387,1488.089
120,14.936,479.985,682.772,894.719,1067.701,1285.949,1360.804
120,28.891,525.763,766.169,914.316,1056.403,1364.203,1433.107
120,23.723,464.055,691.226,1000.147,1308.302,1873.841,1914.26
121,169.727,683.521,845.672,1022.754,1164.992,1576.743,1705.718
121,22.738,494.151,754.322,992.289,1148.503,1548.186,1693.531
121,35.411,483.191,757.343,974.104,1131.47,1516.83,1601.648
121,23.571,494.963,825.23,1012.082,1183.997,1582.018,1641.398
121,23.955,492.236,739.781,903.79,1074.147,1346.1,1553.702
121,14.793,509.006,742.99,926.621,1176.713,1469.898,1531.053
121,14.353,531.757,768.895,980.059,1171.44,1386.708,1428.49
121,14.649,458.436,719.351,935.013,1109.212,1354.214,1411.653
121,30.669,502.466,731.967,939.555,1131.804,1422.684,1544.41
121,39.044,518.781,754.238,1035.003,1332.957,1785.785,1840.334
122,42.884,372.12,724.788,1026.679,1259.139,1501.966,1548.317
122,28.227,558.404,750.44,920.296,1107.617,1475.747,1568.792
122,28.392,519.149,737.392,900.07,1060.155,1337.776,1385.738
122,28.783,522.386,736.79,899.056,1053.343,1474.045,1508.713
122,23.205,531.513,759.191,947.895,1117.213,1485.627,1505.803
122,5.354,553.031,740.345,925.843,1065.295,1242.617,1330.07
122,22.392,561.108,810.418,984.913,1173.507,1406.451,1432.843
122,55.623,481.496,760.86,954.899,1100.451,1334.436,1582.4
122,42.549,512.929,714.811,933.168,1170.853,1452.796,2083.475
122,41.41,605.095,779.012,968.226,1118.804,1420.572,1602.596
123,182.651,376.626,722.596,1043.178,1339.86,1657.568,2104.554
123,15.127,536.28,721.918,917.399,1088.592,1436.638,1544.906
123,29.639,516.436,716.352,869.237,1051.878,1236.867,1338.227
123,30.773,639.557,823.457,1014.117,1144.634,1323.391,1346.042
123,15.138,489.159,707.684,899.063,1081.511,1272.583,1561.195
123,21.87,500.078,740.043,918.069,1076.808,1387.911,1490.217
123,53.079,511.179,746.047,903.427,1084.352,1371.344,1451.904
123,26.876,513.569,758.458,888.454,1026.647,1494.255,1559.179
123,26.735,496.423,720.044,887.12,991.086,1215.207,1257.615
123,19.423,514.704,706.491,899.319,1056.719,1394.526,1432.14
124,38.68,464.808,748.073,1060.613,1478.303,1916.731,2243.662
124,33.391,571.126,771.155,963.202,1148.76,1536.341,1618.916
124,20.539,511.841,754.42,961.908,1113.71,1447.884,1526.289
124,15.023,513.21,716.219,888.119,1075.194,1608.153,1739.556
124,24.058,500.579,700.061,932.329,1145.791,1441.963,1563.62
124,26.024,506.608,739.281,926.42,1069.189,1359.582,1396.707
124,23.409,501.616,756.75,922.342,1117.992,1416.281,1472.17
124,22.771,497.878,721.907,930.627,1123.13,1462.463,1616.878
124,30.437,546.997,780.176,984.522,1178.498,1377.476,1418.311
124,36.637,513.53,786.899,1003.263,1193.065,1561.193,1768.661
125,5.145,679.719,867.793,1089.833,1262.34,1592.064,1780.113
125,24.831,515.395,731.939,869.047,1022.078,1391.029,1492.696
125,22.472,511.932,770.341,940.451,1067.666,1289.912,1465.166
125,28.36,501.234,706.489,915.95,1111.596,1383.061,1455.815
125,19.444,504.466,738.605,927.468,1055.004,1378.445,1411.409
125,16.247,481.421,760.535,942.171,1088.738,1315.051,1444.832
125,28.909,561.86,777.495,937.213,1065.11,1259.974,1370.934
125,36.418,527.176,760.691,912.371,1093.959,1321.39,1539.689
125,30.203,526.894,772.748,965.487,1106.454,1361.205,1558.303
125,19.745,514.674,740.199,928.2,1135.637,1763.704,1811.542
126,21.701,577.463,800.435,1063.658,1299.455,1693.264,2042.764
126,23.606,494.275,723.848,862.169,1057.64,1328.202,1386.016
126,46.199,514.595,740.742,878.279,1045.554,1236.434,1302.196
126,17.446,527.527,755.857,1006.538,1129.207,1429.656,1551.494
126,24.271,523.882,762.54,993.252,1185.333,1542.557,1624.857
126,38.272,520.482,711.583,886.707,1070.964,1300.121,1424.453
126,19.378,539.962,761.63,912.221,1058.632,1379.938,1452.872
126,23.807,540.95,760.428,984.723,1179.987,1603.782,1684.636
126,20.548,517.621,732.043,930.945,1165.968,1418.896,1538.433
126,38.895,520.947,725.091,880.06,1068.902,1294.033,1356.959
